username,bintang,review
lestarinitadeni,5,"Nyampenya cepett.
Packaging rapih dan aman 👍
Barangnya berfungsi 👍 semoga awet..
Warnanya cantikkk. Syukakk. 
Bagus, sesuai ekspektasi 👌
Pokoknyaaa topp dan recomend, ringan dbawa kemana mana 👍👍❤️"
m*****i,5,"Baguss, dan lumayan dapat harga flash sale.. semoga awet.."
i*****o,5,"Barang Ori. Packing rapi, cepat sampai. Pokonya bagus, sangat direkomendasikan."
rahmawatist7,5,"Bagus kok bdhdjdjdkdbdbd
Dbdbdjdj
Dbdbjdjdkdkd
Mantepp
Sbdbdkd
Bdndbdbdbdbdv"
g*****g,5,"Bagusss sulam bnget ORI asli tapi pengirimannya aga lama, gpp sih tapi Lumayannn klo soal barang ga mengecewakan✨✨✨✨✨✨✨✨✨"
nellyvb_21,5,Kualitas sangat bagus awet dan warnanya itu loh apik pollllll 👍👍👍👍👍👍
g*****t,5,warna unguunya lucuuuuuuu bangetttt dan enteng bgt sangat rekomendasi lahh
ardi464,5,"Barang sudah sampai bagus sesuai pesanan, ori. terimakasih ...."
e*****r,5,Cuman pengiriman or kesampaian barang nya sampai seminggu - untuk barang di kemas rapi sesuai - smoga tahan lama- #recomended
s*****1,5,Sangat bagus real pict pengirimannya juga sangat cepat semoga lancar terus pembelinya aamiin terimakasih banyak ada garansi juga
diesean,5,Masih di Cass belum tau se awet apaaaa tapi yang jelas mantulityyy
h*****f,5,"Alhamdulillah paket sampe sesuai estimasi,pengemasan rapi.berfungsi dengan baik.bismillah semoga awet di pakenya."
dien13_,5,"warnanya cantik bgt!!!!! temen ku beli offline 130, ku cm 99 rb heheh puas bgt... thank u"
rantikaaaaaaa5555555,5,Pengiriman cepat dan paking barang sangat aman dan suka banget sama warnanya👍🏻👍🏻👍🏻👍🏻
azmiemi29,4,Power Bank nya sesuai warna yg di pesan ungu ungu tapi sayang kirain kecil ternyata besar ya tapi ya sudah lah thank ya
bekascaca,5,"warnanya cakep bgtttttt lilaccc aaa suka bgt😭😭
semoga aja awet yaa aminnnn"
nabilahzahratata,5,bagussssssssssssssssssss cocoookkkkkkkkkkkkkkkkk semoga awetttt
trisna.putri,5,"Pengiriman nya mayan aga nunggu 
tp gpp 
barang nya sampe dg selamat dan aman 
packing juga cukup aman 
semoga awettt"
r*****u,5,Power bank bagus banget pengiriman cepat harga terjangkau packing aman
nw.dw,4,Woayyyy cantik sekaliiiiiiiii ini. Terimakasih banyak yaaaaaaa
sandialdiansyah26,5,"Barang sudah sampai dan masih segel cma lama di proses pengemasan sma kurirnya aga ngarettt,barangnya mantapppppp,smga awet thanks"
syfadesya02,5,"Alhamdulillah pesen jumat malem, dateng minggu pagi. Cepet banget pengirimannya. Barangnya juga oke, semoga awet🥰"
nykenayu,5,"Alhamdulillah 3 hr barang sampai, packing rapi, warna datang sesuai yg dimau Purple cantik 😍 kondisi lengkap mulus masih di segel, semoga awet. Tq seller..."
s*****t,5,"baguss bgt sii worth it lah, kirain ungunya pekat gitu tapi ini rada kaya putih gitu siii"
fantroops,5,bagussss dan oriiiiii thankyouuuuuuuuuuuuuuuuuu pengiriman okeeeeeeee
k*****a,5,Barang sampai dengan selamat. Sesuai dengan deskripsi. Pengiriman agak lama.
trisna.putri,5,"Packing nya amaaann
selamat sampe tujuan 
walo pun aga nunggu bbrpa hari sih"
e*****1,5,Warnannya baguuss bgtt asliiii .. recomendedddd pokokknyaaaa 🥰🥰🥰🥰🥰❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
arismajy,5,"Bagus banget power bank nya
Asli original, tidak mengecewakan
Terimakasih"
lisnaa.lw,5,"Kualitas barang baik, pengirimannya juga sangat cepattt."
nurhamidah19_,5,Baru banget dateng😍makasi abang kurirnya juga baik banget rela nganterin malem2😂
intanrongrean14,5,"produk baik, cocok utk saya mantap okeeeeeeereeererereerr"
farid_pranandita29,5,Barang original mantap harga murah tapi sayang ada kendala di pengiriman tp tak apa lah mangap barangnya
erma.rismaya,5,"Berfungsi dengan baik dab benar
Semoga bermanfaat dan berguna"
ekaamhrnii,5,Maaf kalo gambar tidak sesuai tapi Bagus banget barang nya. Pengirim an dan pengemasan cepat.
f*****u,4,"Barang sudah sampai dan tidak ada rusak. Kualitas produk sesuai dengan harga, walaupun indikator nya masih berupa titik² bukan angka."
rizkynajlaz,5,"Seneng bngett,psen hri jumat krna hri selasa mau dipake,lngsng cht orngny,eh senin nympee"
cherel_21,5,"Pengiriman lumayan cepat prosesnya, barang ga ada yang rusak penampilan bagus baru dicoba semoga bagus dapet kabel juga 👍👍"
almahimawati_az,5,"Terimakasih banyakkk.  Sukaa dgn barang,  dann tampilannya.  Semogaa bisa awett 😍 kanzisbjz sjz sksbjska aiz dkzanozyge xoam dox dzl aoz xodndka z xos. D isms isns jip sja a"
n*****y,5,"bagus, lucu sih ungunya, kece, mana warnanya juga gemas wkwk"
caviplex99,5,Mantab jiwa...bagus sesuai pesenan..wlo pun pengemasan nya lama sekali...m kasih yaaa...
naviq975,5,"Mantap barangnya berfungsi dengan baik, cuman pengiriman agak lebih lama."
n*****0,5,Packing aman. Tersegel. Produk ori. Kualitas mantulll. Pengiriman cepat. Tengkiu seller ☺
k*****a,5,barang diterima dengan baik… berfungsi dengan baik.. harganya jg murah tp semoga awet.😍
qory_luthfiani,5,"Bagus banget warnanyaaaa🥰 udah dicoba dan berfungsi baik, pengemasan aman pake bubble wrap."
amberlyrania_15,5,"[8/9 11:25] Mira Safitri: Asalamualaikum buk
[8/9 11:25] Mira Safitri: Hari ni berli masuk siang jam 2/3 ya buk
[8/9 11:26] Mira Safitri: Soalnya honda di bawa ayah nya kerja"
komariaasih,4,Pengiriman cepat padahal 9.9 . Osbahsvwksvusbwjcwjsvwuvsejebsjsbevgekqwbdvev
rizkaita88,4,"Lumayan ukuran segenggam tangan, jadi ngga hampa hampa banget kalo belom ada yang megang. Yang penting gadget tetep harus nyala."
putraminangtaram,5,Bagus. Walaupun pengiriman lama tapi tetap puas. Peking rapi. Quality bagus. Semoga awet dan tahan lama
m*****i,4,"Pengiriman cepat packing rapi dan aman ada garansi
Mantap👍👍👍👍"
agha.noeha,5,Blom di coba...semoga aweetttttt...pengiriman super cepat
a*****y,5,"Barang nya sesuai dengan yang dipesan, pembeli jujur, happy shopping"
niabintisyahnanmunthe,5,Mantaphhrlehebelbsbekebebwhwnsjsnsnbsbhwjemendhddbjemebdjrkebjekebeu2kebriddjdlfkffjndjdjejdjdb
ertadwijunianti,5,Bsbajanshajka makqowbdbjaal.  Kekwnakalaue mqkqbsbqkql jekwoqhehwiqkqnehwk nakaiehebsjalaiehdb namkakajdbduskam ankshfvshajak annsjsuwial nssjjwiakalamabsh snqjisbdnamsibd ska nskakabdh
sykiina,5,baguss👌🔥🔥 gak pernah mengecewakan emang produk dari Robot👍👍👍🔥🔥 harga murah karna 9.9
d*****i,5,"Akhirnya dapat juga power bank dengan warna yang amat sangat imut dan kece habis,bentuk yang slim sehingga mudah di bawa kemana mana,mksh"
dellaputrii_25,5,"Bagussss sekaliiiiiiii😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍suka bangett,sesuai dengan ekspektasi warna nya bagusss bangetttt🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰"
d*****e,5,"Pengiriman sangat cepat, dikirim tanggal XX besoknya langsung datang. Pengemasan hanya menggunakan bahan yang tipis tapi produk aman tidak ada kerusakan dari isi maupun kardus produknya. 

Produknya sejauh ini berfungsi dengan baik"
z*****c,5,Berfungsi dengan baik. Puas lah belanja di off acc robot. Mntep
wannadilla06,5,"Powerbank ya bagus dan warna purple ny Cute banget ,i like it. Semoga awet ya sist terimakasih sist 🙏👍"
ailennytriana,5,Maaf ga sempet di foto power Bank nya udah keburu dibawa kerja bagus banget pokoknya semoga awet
b*****6,5,"Alhamdulillah barang sudah sampai, mudah mudahan bisa bermanfaat dan awet..........."
s*****a,5,"Barang sesuai pesanan, pengiriman cepat, packing rapih dan aman"
naomi_kambel,5,ini sihh bagus bangett sesuai gambar and warnanya juga lucuu 😍😍 packinging nya juga rapi bgt jadi barangnya aman.. pokoknya ga nyesel 👍👍
paniut123,5,"Barangnya cepat sampai, pengemasan sangat bagus .. sesuai"
z*****5,5,lagi coba di isi ulang dulu pengiriman cepat dan aman semoga awet dan cocok
maryati.2107,5,"Alhmdulilah breng y dh smpe... Asli robot.. Ssuai gmbr...murah.. Mudh""n g murahan.. Smoga awet.. Kurir y ramah... Trima ksih  🙏"
siskaangelina21,4,Alhamdulillah mendarat dengan selamat tapi di kemas lama banget dan juga di PB nya tipe c buat isi ulangnya tapi dapet kabelnya bukan tipe c hehe tpi ywdlah mau gmn lgi jadi harus beli kabel sndiri lagi
1001_sani,5,"Realpic 
Mantap 
Bagus kok...
Pengiriman cepat
Kurir juga ramah 

Sukses terus yac"
khoirunnisa080298,5,"Bagus ternyata pb nya.. Warna sesuai pesanan, isi pb udah ada sekitar 75%  tinggal full kan aja nanti.. Mudah mudahan awet"
sekarsa96,5,"Penilaian bisa dilihat pada bintang foto dan video
Terimakasih"
e*****a,5,"Cantik bgt warna ungunya, aman si pas nyampe gaada hancur barang. Semoga aja awet deh,lagi di cas nih"
s*****h,5,"Sukakkk, cuma kabelnya ndak bisa dipake tapi ndakpapa bisa pake cas an HP......."
m*****_,5,"Pengiriman standar, barang ori. Semoga awet yaa. Terima kasih"
p*****0,5,"Akhirnya PB nya dateng, bagus, semoga awet. Makasih seller"
aldebaran56,5,"Barang bagus original sesuai deskripsi, pengiriman sangat baik, pengemasan sangat baik, respon penjual sangat baik, harga produk sangat baik, terimakasih"
h*****8,5,Bang sduah samp.cepet bgt.packing jg aman sesuai wwrna ungu bagus.thx
diaryadf,5,"alhamdulilah power bank ny sampaii
asiik lucu bgt wrna lilac gemoyyy😭😭🥰"
1*****2,5,"Barang baguss, maaf foto tidak sesuai karna sudah diambil yang punya"
b*****9,4,Pengiriman lama. Pesen jam 10 pagi kirain malamnya dikirim ternyata 2mlm baru dikirim.. Barangnya sesuai deskripsi untungnya j&t cepet sih proses pengirimannya. Makin ditingkatkan lagi ya kak pelayanannya. Maaf ku kasih bintang 4 🙏
sempakdakjal,5,"Mantap banget produknya, dijamin krijijiiiiiiiiiiiiiiiu"
i*****t,5,"Kualitas produk baik, produk yg diterima berfungsi dg baik"
reniandini19,5,barang sesuai pesanan . packing rapih . pengiriman cepet dan dapet harga murah karna lagi diskon 😍 bisa kepake 2 hari meski di pake full
j*****8,5,"Barang nya bagus tapi sayangnya kabel cas nya lemot buat ngecas dari jam 9 malam smpe jam 5 pagi belum penuh juga....
Setelah aku ganti kabel nya gak nyampe 3 jam ngecas udah penuh....
Smoga itu hanya punyaku aja dan jangan terulang lg pada pembeli yg lain....🙏😊"
a*****a,5,"Pengemasan lama,sempat mau dibatalin. Tapi akhirnya sampe juga,pengirimannya cepet pake sicepat.
Thankyou seller… semoga awet"
tikaguci12,5,"Produk oroginal, sesuai deskripsi, putihnya bagus, pengiriman cepat"
n*****n,5,"Packing nyaa aman baangeet
Harganyaa lebih murah dibanding yang lain"
verdyrahardjo,5,"Terimakasih robot, sudah melayani pelanggan dengan baik"
novita.tambunan,5,Cu betty 🥰🥰🥰♥️ suka bngt heyy.. ada casan tipe C nya. Loveeeee
jasmineraissa,5,"Warnanya bagus, pengirimannya cepet, bungkus bubblewrapnya ga begitu tebel tapi aman"
sarahrosdianah,5,"Just Arrived! Sukaaa warna ungunya! Langsung di charge supaya 5 jam penuh, semoga awet, semoga tahan lama juga awet berjam jam, Robot thebest! Thx"
i*****7,5,Kualitas produk sangat baik dan harga pun sangat terjangkau. Terimaaaa kasiiihhhhhhhhh 🥰❤️
sumairu.gfcl,5,"Pokoknya mantap... Ngga pernah kecewa sama robot... Desainnya sederhana... Kualitasnya bukan cuma apa adanya tapi istimewa
Pokoknya mantap... Ngga pernah kecewa sama robot... Desainnya sederhana... Kualitasnya bukan cuma apa adanya tapi istimewa
Pokoknya mantap... Ngga pernah kecewa sama robot... De"
srex7070,5,"Barang bagus,original,,pengiriman lebih cepat dari perkiaraan,,"
z*****1,4,Terima kasih banyak seller barang sudah sampai di rumah dengan selamat....
masriani.aruan94,5,Barang sudah di terima sesuai pesanan terimakasih sellerrrrrrrrr
p*****4,5,"barangnyaa sudah sampai dengan selamat
terimakasih kakak"
virlyanaindah,5,"mantap bgt nih powerbank nya lumayan dapat harga diskon, pengiriman juga cepat, semoga awet"
r*****8,5,"Bagus, berfungsi dengan baik. Pengiriman cepat. Tapi sayang pas di HP gak support fast charging. Tp overall bagus banget. Recomended lah👍👍👍"
a*****n,5,"Baru sempet kasih penilaian, pb nya bagus langsung bisa digunain, harga juga murah, warnanya juga cantik pengemasnnya juga aman"
ansanggr111,5,"Baguss warnanyaa cantiiikkkkk , akuu sukaaaaaaaa😍😍😍😍😍😍😍😍😍"
l*****2,4,Suka suka suka suka semoga awet deh power bank nya✨✨
nurulrizkyamaliah,5,Alhamdulillah barang datang dengan baik dan sesuai dengan pesanan
liamuliyana21,5,"Barang sudah sampai. Cepat sampainya. Barang ori.
Terimakasih...."
bima30shop,5,"Kost putri Ruko cihampelas kavling 15 no.186 cihampelas bandung rt4 rw5 jawa barat, KOTA BANDUNG, COBLONG, JAWA BARAT, ID, 40131"
l*****a,4,"well tadi dipake charge ip xr aman lancar, cm ga cek kapasitasnya karena ga pengen charge ip pake pb takut cepet rusak baterainya, but it works kok so far so good, thanks robot"
dinafitrah16,5,"Produk original , harga sangat terjangkau .. bagus banget pokonya gak kecewa padahal baru sekali beli disini .."
arumrumi829,5,"Kualitas produk sangat baik
Produk Original
Aku tahu merk robot ini dari adik aku
Katanya bagus merk ini
Powerbank dia juga bagus & awet, juga berfungsi dengan baik
Semoga aja coustomer aku suka dan awet dia pakai
Juga gak rusak
Semoga berfungsi dengan baik"
eka_maulana,5,Pengiriman agak lama. Padahal masih jabodetabek. Selebihnya gak ada kendala
goriroll.id,5,"mantap baru sampai semoga awet, pengiriman cepat, produk original pokonya mantap surantappppppppppppppppppppppppppppppppppppp"
a*****h,5,"Alhamdulilah telah sampai di tempat tujuan dengan aman selamat sentosa barang paketan berupa powerbank robot warnanya cakep banget, suka. Packagingnya rapi dibalut bubblewrap tapi tipis, dan ada kardus powerbanknya juga, ya hanya itu aja package nya. Semoga awet dan cocok karena merk robot. Makasih."
saidandri4,5,"Barang original dan packing nya Lumayan aman, bubble warp nya juga oke, dan produk berfungsi dengan sangat baik. Recommended seller.. 👍🏽👍🏽"
f*****a,5,"Udah sampe semoga awet,barang dateng sesuai deskripsi, pengiriman lumayan cepet. Semoga tetep amanah"
indra.brilink,5,"Orderan sudah saya terima dalam kondisi baik dan sesuai pesanan. Untuk pengiriman cukup baik dan cepat.. Ok good luck  dan semoga amanah..,"
a*****s,4,wah bagus banget warna nyaa cukakkkk bagush gus gus yaaaa uuuwwwwwww
yosse_donachev,5,"Sukaaaa bgt sama warna nyaaa
Thanks seller
Respon cepat
Pengiriman on time
Kualitas oke"
rahmaaaa__02,5,Alhamdulillah paketnya udah smpe beberapa hari lalu pengemasan lumayan standar dan review pemakaian 3 hari mmng awet banget btrenya harga Murmer dengan kualitas robot punya lah ya gak ush diragukan lagi thanks kak
bang_odie17,5,"Mantab.., produk oke.., recomendedseller.., fast respont.., amanah... Lanjutkan.. 🙏🤗"
y*****y,5,"Powerbanknya selamat sampai, agak lama juga penghantarannya, paket dibalut kemas, semoga awet lah, kalau ngecasnya belum dicoba"
c*****5,5,"Pengemasan oke, respon oke, pengiriman oke. Barang udah di coba, Alhamdulillah bagus, cepat juga pengisiannya"
n*****i,5,"Alhamdulillah sudah diterima dengan baik paketnya, semoga berfungsi dengan baik... Trima kasih"
a*****i,5,"Semoga awet
Semoga awet
Semoga awet
Biar bintang yg berbicara"
i*****a,5,Produk nya sangat bagus tapi pengiriman nya lumayan lah yaa
julasniirna,5,"Hihihihi...
Terima kasih atas responnya.
Semoga barangnya awet. Pengiriman lumayan cepat."
dderr,5,"Charger, kabel type c, powerbank, semua berfungsi baik dalam beberapa hari ini. Semoga awet"
samriani1985,5,Lengkap cocok sesuai bagus produknya.. thanks seller. Semuanya pake kartu garansi termasuk sandaran hp nya. Recomended dooongg.. maaf video gak sesuai. Barang sudah diambil yang punya
f*****8,5,"Alhamdulillah puas banget, warnanya sesuai bagus banget barangnya suka❤"
a*****4,5,Produk dikirim cepat semenjak dipesan kualitas dan warna sangat bagus dan sesuai dengan harga
citraaaa.ls,5,"BAGUS BANGEETTT GILAAAAA ADA GARANSINYA JUGA, SEMOGA AWET YAAA"
nsyifaauliaa,5,Pb dicharger bbrp jam lampunya ga full smpe 4 bingung juga sih apa kurang lama ngechargenya ato gmna. U/charge ke hp lumayan cepet kok. Smga normal dan awet ajalah ya. Thx!
novlanyayuba,5,"Barang packing rapi, alat berfungsi....semoga bisa bertahan lama yaaaaa.....
Okeeèeeeeeeeeeeeeeeeeeeeeeeee"
dhela02,5,"Produk original, harga terjangkau,  produk dikemas dengan baik dan tidak ada cacat sedikitpun. Hanya kabel yg diberikan sepertinya krg oke, soalnya gabisa dipake ngecas (keluar peringatan terus gitu) tp, kalo pake kabel lain bisa aman2 aja jadi bkn maslh besar karna PB berfungsi dgn baik. boleh lahh"
a*****h,4,"udah yg ketiga kalinya pesan disini baru kali ini salah kirim warna, packingan aman bubble wrap tebel, udah dicoba juga dan berfungsi dengan baik semoga aja awet"
chantik_albani,5,"Original pastinya, kiriman cepat, seller ramah, puassss bgt"
bilahh20,5,powerbank nya lucu banget warna purple sukakk thxu robottt
nsaftriani,4,"Power bank merupakan solusi praktis untuk mengisi baterai ponsel. Sifatnya yang portable membuatnya lebih mudah dibawa kemanapun dan digunakan kapan pun.
Powerbank merupakan piranti yang dibutuhkan untuk mengisi ulang perangkat
Warnanya bagus dan sangat manisssss.
Semoga kualitasnya juga baik ya"
i*****0,5,Produk sangat baik. Pas dateng lampu indikatornya nyala tiga. Langsung dipake buat cas. Masuk. Bagus.
e*****1,5,Pengiriman cepat barang ORI sukaabgt makasih seler &shopi
m*****v,5,"PBnya berfungsi dengan baik, dipacking dengan bubble wrap saja tapi alhamdulillah sampaidengan kondisi aman/tidak cacat. Semoga barangnya awet 🙏 terima kasih banyak seller, semoga selalu amanah dan tokonya semakin laris"
m*****a,5,Matching sama hp aku hahaha lucu sihhhh thank youuu semoga awet nih pb
mayaadwiiyn,5,"lama bgt pengirimannya yaaampunnn, gara gara pake anteraja. tapiiii sukaaa sih sama powerbankk nyaaa bagus bgt kemasannya juga rapiiiii... but oke lah thankyou yaaaaaaaaaaaaaaaaaa."
s*****o,5,pngiriman lumayan cepat untuk daerah Lampung..kondisi barang mulus no cacat blm d coba semoga awet
t*****9,5,"Lumayan lama di pengemasannya.. barang udah sampe, puas banget, original
Di kardusnya ada hologram sama segel, ada kartu garansi nya juga di dalem dus nya
Udah dicoba, power bank nya berfungsi dengan baik 
Model PB nya terbaru, warna nya lucu, jarang"" ada PB warna ijo gini hihi
Thanks seller"
bima30shop,5,ROBOT ROBOT B AJA sih harga ga murah ga apa b aja sumpah gabut aja beli robot kalau ga gabut gabakal. Beli sih gitu aja
oxvie,5,Barangnya udah nyampe.. dan baru sempet review.. suka bangetttt thankyou kakkk
sintiamisna,5,"Akhirnyaaaa dateng juga, kmaren beli dibatalin pihak shopee hmmm, desainnya bagus sukaaaa, semoga awet"
m*****8,5,"Alhamdulilah sampe juga, di coba di chas juga bisa.. ini pembelian yg k 2 buat PB nya, yg pertama x beli awet lama kok,cuman beda type, semoga amanah dan barang nya kualitas nya bagus2.. thx u shopee seller kurir.. sehat selalu"
